"titles_south","word","n","total","tf","idf","tf_idf"
"Industrial Evolution","implementing",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","implications",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","impossible",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","impressed",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","inc",1,4393,0.000227634873662645,1.38629436111989,0.000315568941752764
"Industrial Evolution","inches",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","inconvenient",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","increasing",1,4393,0.000227634873662645,1.38629436111989,0.000315568941752764
"Industrial Evolution","incredibly",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","innovate",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","insisted",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","insulators",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","intake",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","intensive",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","interruptions",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","inventing",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","investment",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","irrelevant",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","issue",1,4393,0.000227634873662645,1.16315080980568,0.00026477368764072
"Industrial Evolution","jeans",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","jersey",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","joke",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","juggernaut",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","jugs",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","july",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","jumped",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","katharine",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","keeping",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","kind",1,4393,0.000227634873662645,0.980829253011726,0.000223270943093951
"Industrial Evolution","knew",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","labor",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","lake's",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","lakes",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","lakeside",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","larger",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","lead",1,4393,0.000227634873662645,0.693147180559945,0.000157784470876382
"Industrial Evolution","leak",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","leave",1,4393,0.000227634873662645,1.67397643357167,0.000381055413970333
"Industrial Evolution","led",1,4393,0.000227634873662645,0.980829253011726,0.000223270943093951
"Industrial Evolution","legislator",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","length",1,4393,0.000227634873662645,0,0
"Industrial Evolution","let",1,4393,0.000227634873662645,1.67397643357167,0.000381055413970333
"Industrial Evolution","leticia",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","level",1,4393,0.000227634873662645,1.16315080980568,0.00026477368764072
"Industrial Evolution","levi's",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","lighter",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","likely",1,4393,0.000227634873662645,0.826678573184468,0.000188180872566462
"Industrial Evolution","limbaugh",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","line",1,4393,0.000227634873662645,1.67397643357167,0.000381055413970333
"Industrial Evolution","lines",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","liquid",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","list",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","listener",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","load",1,4393,0.000227634873662645,0,0
"Industrial Evolution","location",1,4393,0.000227634873662645,0,0
"Industrial Evolution","looked",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","looks",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","lose",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","lunch",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","magazine",1,4393,0.000227634873662645,1.38629436111989,0.000315568941752764
"Industrial Evolution","mail",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","making",1,4393,0.000227634873662645,1.16315080980568,0.00026477368764072
"Industrial Evolution","man's",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","manageable",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","managed",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","manager",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","manipulated",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","mankind",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","manufacture",1,4393,0.000227634873662645,1.67397643357167,0.000381055413970333
"Industrial Evolution","map",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","married",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","matagorda",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","matter",1,4393,0.000227634873662645,0,0
"Industrial Evolution","meaning",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","means",1,4393,0.000227634873662645,1.38629436111989,0.000315568941752764
"Industrial Evolution","meantime",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","measure",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","medians",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","megaprojects",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","megawatts",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","men",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","mercury",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","mere",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","meteorology",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","meters",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","middle",1,4393,0.000227634873662645,1.67397643357167,0.000381055413970333
"Industrial Evolution","might",1,4393,0.000227634873662645,0.826678573184468,0.000188180872566462
"Industrial Evolution","millennium",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","million",1,4393,0.000227634873662645,1.38629436111989,0.000315568941752764
"Industrial Evolution","millions",1,4393,0.000227634873662645,1.67397643357167,0.000381055413970333
"Industrial Evolution","minerals",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","miners",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","miracle",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","mit",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","molding",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","moment",1,4393,0.000227634873662645,1.67397643357167,0.000381055413970333
"Industrial Evolution","money",1,4393,0.000227634873662645,1.38629436111989,0.000315568941752764
"Industrial Evolution","motivation",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","mountains",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","mouse",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","moved",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","mulling",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","multiple",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","nation's",1,4393,0.000227634873662645,1.16315080980568,0.00026477368764072
"Industrial Evolution","national",1,4393,0.000227634873662645,0.693147180559945,0.000157784470876382
"Industrial Evolution","native",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","nature",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","natured",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","necessary",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","needed",1,4393,0.000227634873662645,0.980829253011726,0.000223270943093951
"Industrial Evolution","neighborhood",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","neighborhoods",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","never",1,4393,0.000227634873662645,1.38629436111989,0.000315568941752764
"Industrial Evolution","news",1,4393,0.000227634873662645,0,0
"Industrial Evolution","newt",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","nice",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","noisy",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","none",1,4393,0.000227634873662645,0,0
"Industrial Evolution","noted",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","noticed",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","notified",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","notwithstanding",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","november",1,4393,0.000227634873662645,1.38629436111989,0.000315568941752764
"Industrial Evolution","nowhere",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","nrg's",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","numbers",1,4393,0.000227634873662645,1.67397643357167,0.000381055413970333
"Industrial Evolution","obtain",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","occasional",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","offered",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","official",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","oil",1,4393,0.000227634873662645,0.980829253011726,0.000223270943093951
"Industrial Evolution","oklahoma",1,4393,0.000227634873662645,0,0
"Industrial Evolution","once",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","ones",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","ongoing",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","opened",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","opening",1,4393,0.000227634873662645,2.07944154167984,0.000473353412629145
"Industrial Evolution","operated",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","options",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","ordinance",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","ordinary",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","oriented",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","oryx",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","ounce",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
"Industrial Evolution","outbreak",1,4393,0.000227634873662645,2.77258872223978,0.000631137883505527
