"titles_midwest","word","n","total","tf","idf","tf_idf"
"Climate change is real, and it requires us to act","forms",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","fossil",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","from",1,615,0.0016260162601626,0.143100843640673,0.000232684298602721
"Climate change is real, and it requires us to act","fuels",1,615,0.0016260162601626,1.6094379124341,0.00261697221534
"Climate change is real, and it requires us to act","geographic",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","gets",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","globe",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","go",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","growth",1,615,0.0016260162601626,1.6094379124341,0.00261697221534
"Climate change is real, and it requires us to act","had",1,615,0.0016260162601626,0.762140052046897,0.00123925211714943
"Climate change is real, and it requires us to act","hallmark",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","has",1,615,0.0016260162601626,0.0689928714869514,0.000112183530873092
"Climate change is real, and it requires us to act","health",1,615,0.0016260162601626,0.628608659422374,0.0010221279014998
"Climate change is real, and it requires us to act","here",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","il",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","immediately",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","impact",1,615,0.0016260162601626,1.09861228866811,0.0017863614449888
"Climate change is real, and it requires us to act","impossible",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","inc",1,615,0.0016260162601626,0.628608659422374,0.0010221279014998
"Climate change is real, and it requires us to act","industry",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","institutions",1,615,0.0016260162601626,1.6094379124341,0.00261697221534
"Climate change is real, and it requires us to act","intergovernmental",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","into",1,615,0.0016260162601626,0.510825623765991,0.000830610770351204
"Climate change is real, and it requires us to act","irrefutable",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","irreversible",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","jan",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","job",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","kid",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","legislative",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","length",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","level",1,615,0.0016260162601626,0.628608659422374,0.0010221279014998
"Climate change is real, and it requires us to act","levels",1,615,0.0016260162601626,0.762140052046897,0.00123925211714943
"Climate change is real, and it requires us to act","like",1,615,0.0016260162601626,0.762140052046897,0.00123925211714943
"Climate change is real, and it requires us to act","live",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","lives",1,615,0.0016260162601626,1.6094379124341,0.00261697221534
"Climate change is real, and it requires us to act","load",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","location",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","longer",1,615,0.0016260162601626,0.916290731874155,0.00148990362906367
"Climate change is real, and it requires us to act","make",1,615,0.0016260162601626,0.916290731874155,0.00148990362906367
"Climate change is real, and it requires us to act","many",1,615,0.0016260162601626,0.405465108108164,0.000659292858712462
"Climate change is real, and it requires us to act","mar",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","marion",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","minimize",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","moment",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","monday",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","more",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","much",1,615,0.0016260162601626,0.762140052046897,0.00123925211714943
"Climate change is real, and it requires us to act","necessary",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","negative",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","newspaper",1,615,0.0016260162601626,0.143100843640673,0.000232684298602721
"Climate change is real, and it requires us to act","next",1,615,0.0016260162601626,1.09861228866811,0.0017863614449888
"Climate change is real, and it requires us to act","no",1,615,0.0016260162601626,0.510825623765991,0.000830610770351204
"Climate change is real, and it requires us to act","none",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","number",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","observed",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","observing",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","october",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","one",1,615,0.0016260162601626,0.405465108108164,0.000659292858712462
"Climate change is real, and it requires us to act","only",1,615,0.0016260162601626,1.09861228866811,0.0017863614449888
"Climate change is real, and it requires us to act","other",1,615,0.0016260162601626,0.310154928303839,0.000504316956591609
"Climate change is real, and it requires us to act","ourselves",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","out",1,615,0.0016260162601626,0.405465108108164,0.000659292858712462
"Climate change is real, and it requires us to act","over",1,615,0.0016260162601626,0.510825623765991,0.000830610770351204
"Climate change is real, and it requires us to act","paddock",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","page",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","part",1,615,0.0016260162601626,1.09861228866811,0.0017863614449888
"Climate change is real, and it requires us to act","parts",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","pg",1,615,0.0016260162601626,0.310154928303839,0.000504316956591609
"Climate change is real, and it requires us to act","pinpoint",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","planet's",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","planets",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","politicians",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","precision",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","pretend",1,615,0.0016260162601626,2.70805020110221,0.0044033336603288
"Climate change is real, and it requires us to act","privacy",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","publication",1,615,0.0016260162601626,0,0
"Climate change is real, and it requires us to act","publications",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","ravaged",1,615,0.0016260162601626,2.01490302054226,0.00327626507405246
"Climate change is real, and it requires us to act","record",1,615,0.0016260162601626,1.6094379124341,0.00261697221534
"Climate change is real, and it requires us to act","region",1,615,0.0016260162601626,1.32175583998232,0.00214919648777613
"Climate change is real, and it requires us to act","regulation",1,615,0.0016260162601626,0.762140052046897,0.00123925211714943
